pid,neighborhood,overall_qual,year_built,lot_area,gr_liv_area,total_bsmt_sf,full_bath,bedroom_abvgr,garage_cars,garage_type,kitchen_qual,bsmt_qual,saleprice,pricepersf
908154235,Edwards,10,2008,63887,5642,6110.0,2,3,2.0,Attchd,Ex,Ex,160000,28.36
908186040,Edwards,6,2005,3675,1072,547.0,1,2,2.0,Basment,TA,Gd,148000,138.06
908201100,Edwards,4,1955,6040,1152,0.0,2,2,0.0,,Fa,,82000,71.18
908201110,Edwards,4,1955,6012,1152,0.0,2,2,0.0,,TA,,82000,71.18
908201120,Edwards,4,1955,12108,1440,1440.0,2,4,0.0,,Fa,TA,118000,81.94
908204160,Edwards,4,1955,6845,1152,0.0,2,2,0.0,,TA,,82500,71.61
908225170,Edwards,4,1955,6931,784,784.0,1,2,0.0,,TA,TA,91900,117.22
908226120,Edwards,5,1938,12180,1053,585.0,1,2,0.0,,Ex,TA,120000,113.96
908250040,Edwards,5,1947,8050,1137,0.0,1,4,0.0,,TA,,96000,84.43
908250090,Edwards,4,1953,9520,930,911.0,1,2,1.0,Attchd,TA,Gd,99000,106.45
908275130,Edwards,5,1946,11767,1200,768.0,1,3,1.0,Detchd,TA,TA,130500,108.75
908275180,Edwards,4,1954,8172,1470,941.0,2,4,1.0,Detchd,TA,TA,135000,91.84
908275280,Edwards,5,1955,16466,1393,816.0,1,3,1.0,Attchd,TA,TA,135500,97.27
908276140,Edwards,4,1954,7692,1204,416.0,1,3,1.0,Basment,TA,Ex,100000,83.06
909100150,Edwards,4,1923,5142,1292,949.0,1,3,1.0,Detchd,Gd,TA,108000,83.59
909100170,Edwards,5,1925,5604,864,864.0,1,2,0.0,,TA,TA,98000,113.43
909101060,Edwards,3,1914,8248,864,864.0,1,2,0.0,,TA,TA,67000,77.55
909101180,SWISU,5,1912,5687,1716,780.0,2,6,0.0,,Fa,TA,135900,79.2
909131170,SWISU,6,1925,12155,1482,672.0,2,4,1.0,Detchd,Fa,TA,140000,94.47
909175050,SWISU,5,1939,8400,2192,720.0,2,4,1.0,Detchd,Gd,TA,179500,81.89
909175100,SWISU,6,1925,8400,1694,1181.0,2,4,2.0,Detchd,TA,TA,136500,80.58
909177120,SWISU,7,1921,7290,1424,1228.0,2,2,1.0,Attchd,TA,TA,168000,117.98
909201110,SWISU,5,1911,8525,1964,940.0,1,4,0.0,,TA,TA,130000,66.19
909250040,SWISU,5,1921,9842,2601,612.0,3,4,2.0,BuiltIn,TA,TA,189000,72.66
909250230,SWISU,6,1930,7804,1920,960.0,2,4,2.0,Detchd,TA,TA,161900,84.32
909251080,Crawfor,6,1926,8969,1316,644.0,1,2,1.0,Detchd,TA,TA,145000,110.18
909251090,Crawfor,6,1922,11526,2555,588.0,2,3,2.0,Detchd,TA,Ex,191000,74.76
909252110,Crawfor,6,1915,15576,1680,840.0,2,4,1.0,Attchd,TA,Gd,177000,105.36
909252220,Crawfor,6,1914,15564,1264,676.0,1,3,2.0,Detchd,TA,Gd,147500,116.69
909253190,SWISU,6,1930,6292,790,768.0,1,2,1.0,Detchd,TA,Gd,91000,115.19
909254050,Crawfor,8,1925,7609,1512,798.0,2,3,1.0,Detchd,Gd,Fa,231000,152.78
909256060,SWISU,6,1936,10480,1639,1064.0,1,3,1.0,Detchd,TA,TA,115000,70.16
909275040,Crawfor,6,1923,9650,1603,784.0,1,4,2.0,Attchd,TA,TA,138000,86.09
909275050,Crawfor,7,1931,7200,1502,776.0,1,3,1.0,Attchd,TA,Gd,149000,99.2
909276170,Crawfor,6,1934,11988,1660,715.0,1,3,1.0,Detchd,TA,TA,188700,113.67
909277040,Crawfor,5,1937,11700,1938,942.0,2,4,1.0,Detchd,Gd,TA,198000,102.17
909277070,Crawfor,5,1938,9260,1374,884.0,1,3,1.0,Detchd,TA,TA,110000,80.06
909281030,Crawfor,6,1951,7801,1091,1091.0,1,2,1.0,Attchd,TA,TA,104000,95.33
909281110,Crawfor,8,1935,9670,1873,608.0,1,4,2.0,Detchd,TA,TA,257076,137.25
909282030,Crawfor,8,1935,14100,3447,728.0,3,4,3.0,BuiltIn,Gd,TA,381000,110.53
909425010,Crawfor,7,1939,15660,1954,798.0,1,3,2.0,Attchd,Gd,TA,311500,159.42
909425085,Crawfor,7,1950,12392,2161,832.0,2,3,2.0,Attchd,Gd,TA,263400,121.89
909428170,Crawfor,5,1956,26073,1898,1898.0,2,3,2.0,Attchd,TA,TA,236500,124.6
909428190,Crawfor,6,1954,14778,1640,1296.0,1,3,2.0,Detchd,Gd,TA,224000,136.59
909451020,Blueste,6,1980,1879,1032,516.0,1,2,2.0,Detchd,,Gd,116500,112.89
909451150,Blueste,6,1980,1950,1556,716.0,2,3,2.0,Attchd,TA,Gd,151000,97.04
910200080,IDOTRR,6,1926,7000,919,894.0,1,2,1.0,Detchd,TA,TA,126000,137.11
910201130,IDOTRR,6,1940,6000,1090,720.0,1,3,1.0,Detchd,TA,Fa,120000,110.09
910202050,IDOTRR,4,1922,3636,796,796.0,1,2,0.0,,TA,TA,55000,69.1
910202100,IDOTRR,6,1930,5890,816,816.0,1,2,1.0,Detchd,TA,TA,120500,147.67
910203020,IDOTRR,5,1940,6900,778,740.0,1,2,1.0,Detchd,TA,TA,120500,154.88
910203090,IDOTRR,5,1930,8155,1200,780.0,1,4,0.0,,TA,Gd,119000,99.17
910205010,IDOTRR,5,1967,6000,1656,624.0,1,3,1.0,Attchd,TA,Gd,126000,76.09
910206110,IDOTRR,5,1930,7392,912,520.0,1,2,1.0,Detchd,TA,TA,99500,109.1
910226040,IDOTRR,5,1958,9000,1955,1151.0,2,4,1.0,Attchd,TA,TA,165500,84.65
910251050,IDOTRR,1,1952,14584,733,0.0,1,2,2.0,Attchd,Fa,,13100,17.87
911102090,IDOTRR,4,1895,5280,1361,173.0,1,2,1.0,Detchd,TA,Po,89000,65.39
911102170,IDOTRR,4,1920,8500,1317,649.0,1,3,1.0,Detchd,TA,TA,40000,30.37
911102180,IDOTRR,4,1910,5150,1049,356.0,1,2,1.0,Detchd,TA,Po,80900,77.12
911226010,IDOTRR,3,1935,18000,894,894.0,1,2,3.0,Detchd,TA,TA,81000,90.6
911226030,IDOTRR,4,1920,9000,864,592.0,1,3,1.0,Detchd,Fa,Fa,65000,75.23
911370410,Crawfor,8,2008,5587,1652,1600.0,2,2,2.0,Attchd,Gd,Ex,392500,237.59
911370490,Crawfor,8,2007,3843,1648,1596.0,2,2,2.0,Attchd,Ex,Ex,294464,178.68
911370520,Crawfor,7,2004,3811,1646,1594.0,2,2,2.0,Attchd,Ex,Ex,250000,151.88
911370540,Crawfor,8,2004,3842,1646,1594.0,2,2,2.0,Attchd,Gd,Ex,275000,167.07
914453045,Mitchel,7,1996,23730,2032,1840.0,3,3,3.0,Attchd,Gd,Ex,300000,147.64
914465060,Mitchel,8,2002,13265,1689,1568.0,2,3,3.0,Attchd,Gd,Gd,271000,160.45
914467050,Mitchel,7,1996,11050,1820,910.0,2,3,3.0,Attchd,Gd,Gd,213000,117.03
914475020,Mitchel,6,1977,9880,1118,1096.0,1,3,1.0,Attchd,TA,TA,171000,152.95
914476010,Mitchel,6,1977,10125,1279,1196.0,2,3,2.0,Detchd,TA,TA,171500,134.09
914476080,Mitchel,5,1976,10260,1872,0.0,2,4,2.0,Attchd,TA,,100000,53.42
914476450,Mitchel,4,1991,9990,1689,1680.0,2,3,2.0,Attchd,TA,Gd,228500,135.29
916125425,Timber,5,1965,164660,1786,1499.0,2,3,2.0,Attchd,TA,TA,228950,128.19
916226030,Timber,7,1986,4084,1501,1277.0,2,2,2.0,Attchd,Gd,Gd,241500,160.89
916325080,Timber,8,1976,15498,2898,1565.0,2,2,2.0,Attchd,Gd,Gd,287000,99.03
916380060,Timber,8,2006,11563,1537,1518.0,2,3,3.0,Attchd,Gd,Ex,294000,191.28
916382120,Timber,8,2007,9520,1646,1638.0,2,3,3.0,Attchd,Gd,Gd,293077,178.05
916384100,Timber,8,2007,12852,1780,920.0,2,3,2.0,Attchd,Gd,Gd,264966,148.86
916386040,Timber,5,2006,9802,1442,352.0,2,3,2.0,BuiltIn,TA,Gd,172500,119.63
916386080,Timber,5,2006,9735,1394,384.0,2,3,2.0,BuiltIn,Gd,Gd,167500,120.16
916386180,Timber,7,2008,12018,1612,796.0,2,3,3.0,Attchd,Gd,Gd,218689,135.66
916402015,Timber,6,1989,12890,1495,1495.0,2,3,2.0,Attchd,TA,Gd,150000,100.33
916402115,Timber,6,1986,12416,1651,1606.0,2,3,2.0,Attchd,TA,Gd,184000,111.45
916402215,Timber,6,1986,18265,1256,1256.0,2,3,2.0,Attchd,Gd,Gd,180000,143.31
916403230,Timber,6,1988,10200,1509,1461.0,2,3,2.0,Attchd,Gd,Gd,175000,115.97
916455120,Timber,8,2003,11202,1440,1432.0,2,3,2.0,Attchd,Gd,Ex,232500,161.46
916460060,Timber,6,1999,7915,1675,1666.0,2,3,2.0,Attchd,Gd,Ex,195000,116.42
916477020,Timber,8,2003,12244,2262,1482.0,2,4,3.0,Attchd,Gd,Gd,305000,134.84
921126030,Timber,8,2007,11449,1728,1884.0,2,3,2.0,Attchd,Gd,Gd,298751,172.89
921201060,Timber,8,2005,11447,1964,1964.0,2,3,3.0,Attchd,Gd,Ex,370000,188.39
923202005,Mitchel,7,1997,8940,1344,1344.0,2,2,4.0,Attchd,TA,Gd,209200,155.65
923202015,Mitchel,7,1997,7060,1344,1344.0,2,2,4.0,Attchd,TA,Gd,206300,153.5
923202137,Mitchel,5,2007,9278,1092,1092.0,1,2,0.0,,TA,Gd,146000,133.7
923203140,Mitchel,6,1997,4500,1189,1189.0,2,2,2.0,Attchd,TA,Ex,160500,134.99
923204040,Mitchel,4,1964,14137,1200,1200.0,1,3,3.0,2Types,TA,Gd,173000,144.17
923225080,MeadowV,5,1975,4224,1040,1040.0,1,3,2.0,Attchd,TA,Gd,124000,119.23
923225150,MeadowV,5,1976,2665,1304,264.0,1,3,1.0,BuiltIn,TA,Gd,115000,88.19
923225200,MeadowV,5,1976,2665,1475,550.0,2,4,1.0,Attchd,TA,Gd,129500,87.8
923225310,MeadowV,4,1973,1974,988,526.0,1,2,1.0,BuiltIn,TA,Gd,105000,106.28
923225370,MeadowV,4,1973,1596,988,462.0,1,1,1.0,BuiltIn,TA,Gd,94900,96.05
923227030,Mitchel,5,1968,17979,1160,1113.0,1,3,1.0,Attchd,Gd,TA,152500,131.47
923228080,MeadowV,6,1970,1477,1092,546.0,2,3,0.0,,TA,TA,98000,89.74
923228420,MeadowV,4,1972,1890,630,630.0,1,1,0.0,,TA,Gd,81000,128.57
923250210,Mitchel,5,1954,21750,988,988.0,1,2,2.0,Attchd,TA,TA,113000,114.37
923252100,Mitchel,5,1983,6490,816,816.0,1,2,1.0,Attchd,TA,TA,128500,157.48
923275090,Mitchel,5,1984,6951,923,876.0,1,3,1.0,Attchd,TA,TA,119500,129.47
923277030,Mitchel,5,1982,6600,816,816.0,1,3,1.0,Attchd,Gd,TA,130500,159.93
923277040,Mitchel,5,1982,6600,816,816.0,1,2,2.0,Detchd,TA,TA,138000,169.12
923277080,Mitchel,5,1982,6600,845,845.0,1,3,1.0,Attchd,Gd,TA,134500,159.17
923400040,Mitchel,6,1940,12508,1750,983.0,2,4,1.0,Attchd,TA,Gd,160000,91.43
923426010,Mitchel,5,1984,12395,889,864.0,1,3,2.0,Attchd,TA,TA,137500,154.67
924100020,Mitchel,5,1969,11075,1968,784.0,2,4,2.0,Attchd,TA,TA,172000,87.4
1007100110,IDOTRR,5,1900,56600,1836,686.0,2,4,1.0,Detchd,TA,TA,103000,56.1
526352080,NAmes,6,1971,10667,1587,1587.0,2,3,2.0,Attchd,TA,TA,167300,105.42
526352090,NAmes,7,1970,10628,1277,1277.0,1,2,2.0,Attchd,TA,TA,167000,130.78
526355170,NAmes,7,1973,13651,2223,2223.0,2,3,2.0,Attchd,TA,Gd,244000,109.76
526355190,NAmes,8,1970,15865,2217,2217.0,2,4,2.0,Attchd,Gd,TA,268000,120.88
527105140,Gilbert,7,2003,12394,1733,847.0,2,3,2.0,BuiltIn,Gd,Gd,225000,129.83
527107040,Gilbert,6,1995,10364,1572,806.0,2,3,2.0,BuiltIn,TA,Gd,168000,106.87
527110080,Gilbert,6,1997,13869,1470,794.0,2,3,2.0,Attchd,TA,Gd,177000,120.41
527110120,Gilbert,6,1997,8773,1600,916.0,2,3,2.0,Attchd,TA,Gd,169000,105.62
527110130,Gilbert,6,1997,8872,1384,384.0,2,3,2.0,BuiltIn,TA,Gd,161500,116.69
527126030,StoneBr,8,2000,5330,1652,1494.0,2,2,2.0,Attchd,Ex,Gd,251000,151.94
527158090,Gilbert,6,1994,10147,1694,392.0,2,3,2.0,BuiltIn,TA,Gd,160000,94.45
527161090,Gilbert,6,1999,8637,1714,923.0,2,3,2.0,Attchd,TA,Gd,180000,105.02
527162080,Gilbert,7,1996,7875,1553,691.0,2,3,2.0,Attchd,Gd,Gd,178750,115.1
527162090,Gilbert,7,1995,7875,1253,1237.0,2,3,2.0,Attchd,TA,Gd,176000,140.46
527162140,Gilbert,6,1999,7500,2299,938.0,3,5,2.0,Attchd,TA,Gd,204000,88.73
527163080,Gilbert,7,1992,9556,1187,1168.0,2,3,2.0,Attchd,Gd,Gd,160000,134.79
527165020,Gilbert,7,1991,10784,1472,384.0,2,3,2.0,Attchd,Gd,Gd,160000,108.7
527165100,Gilbert,7,1992,9125,1482,384.0,2,3,2.0,Attchd,Gd,Gd,163900,110.59
527165170,Gilbert,6,1993,7655,1642,903.0,2,3,2.0,Attchd,TA,Gd,168000,102.31
527175130,Gilbert,6,1964,18160,1128,1302.0,1,3,2.0,Attchd,TA,TA,154204,136.71
527182040,StoneBr,8,1986,3696,1088,1074.0,1,2,2.0,Attchd,Gd,Gd,170000,156.25
527182170,StoneBr,7,1984,5062,2090,1190.0,2,3,2.0,Attchd,Gd,Gd,207500,99.28
527184020,StoneBr,8,1988,4740,1179,1166.0,2,2,2.0,Attchd,TA,Gd,182000,154.37
527184110,StoneBr,8,1990,5118,1321,1312.0,1,1,2.0,Attchd,Gd,Gd,212000,160.48
527210060,StoneBr,9,2005,14157,1922,1922.0,2,3,3.0,Attchd,Gd,Ex,377426,196.37
527212060,StoneBr,8,2005,12328,2541,1149.0,3,4,3.0,BuiltIn,Ex,Ex,349265,137.45
527216080,StoneBr,9,2006,51974,2338,2660.0,2,4,3.0,Attchd,Gd,Ex,591587,253.03
527226040,Gilbert,5,1969,41600,1424,1100.0,1,3,3.0,2Types,TA,Gd,155000,108.85
527252050,StoneBr,9,2006,8035,1612,1612.0,2,2,2.0,Attchd,Ex,Ex,319900,198.45
527252070,StoneBr,8,2007,8089,1419,1419.0,2,2,2.0,Attchd,Gd,Gd,392000,276.25
527256030,StoneBr,8,2006,14082,2234,2220.0,1,1,2.0,Attchd,Gd,Ex,441929,197.82
527256040,StoneBr,10,2006,13870,2042,1742.0,2,3,3.0,Attchd,Ex,Ex,455000,222.82
527301080,NWAmes,6,1981,12546,1440,1440.0,2,3,2.0,Attchd,Gd,Gd,182900,127.01
527301280,NWAmes,6,1984,10960,1284,1284.0,2,3,2.0,Attchd,TA,Gd,174000,135.51
527302020,NWAmes,6,1984,12090,1868,585.0,3,3,2.0,BuiltIn,TA,Gd,178000,95.29
527302060,NWAmes,7,1981,12090,1479,725.0,2,3,2.0,Attchd,Gd,Gd,176000,119.0
527302090,NWAmes,7,1978,12299,1664,1529.0,2,3,2.0,Attchd,Gd,Gd,213000,128.0
527325090,NWAmes,7,1979,11339,1930,780.0,2,4,2.0,Attchd,Gd,Gd,192000,99.48
527325110,NWAmes,7,1977,11952,1969,808.0,2,3,2.0,Attchd,TA,Gd,190000,96.5
527327050,NWAmes,6,1976,12046,2030,848.0,2,4,2.0,Attchd,Gd,TA,195000,96.06
527328020,NWAmes,6,1978,10395,1032,1032.0,2,3,2.0,Attchd,TA,Gd,148000,143.41
527328050,NWAmes,6,1984,11850,1177,1153.0,2,3,2.0,Attchd,Gd,Gd,151500,128.72
527353080,NWAmes,7,1979,11584,1725,539.0,2,3,2.0,Attchd,TA,TA,197000,114.2
527354050,NWAmes,6,1979,10400,1353,1259.0,2,2,2.0,Attchd,TA,Gd,192350,142.17
527356050,NWAmes,5,1969,10793,1620,780.0,2,4,2.0,Attchd,TA,TA,152000,93.83
527357020,NWAmes,6,1971,13001,1220,1625.0,2,2,2.0,Attchd,,TA,170000,139.34
527358060,NWAmes,5,1971,12243,1484,1484.0,2,3,2.0,Attchd,TA,Gd,175000,117.92
527359010,NWAmes,6,1968,11700,1743,702.0,1,3,2.0,Attchd,TA,TA,175000,100.4
527359080,NWAmes,7,1976,12384,1935,793.0,2,3,2.0,Attchd,TA,Gd,197900,102.27
527359160,NWAmes,7,1976,8991,1324,1228.0,2,3,2.0,Attchd,Gd,Gd,174000,131.42
527377110,NWAmes,6,1974,8000,1877,1084.0,2,4,2.0,Attchd,TA,TA,178900,95.31
527402090,NAmes,5,1971,10500,1109,372.0,1,3,1.0,BuiltIn,TA,TA,139000,125.34
527402150,NAmes,6,1971,10530,981,981.0,1,3,2.0,Detchd,TA,TA,143250,146.02
527402240,NAmes,7,1972,7472,1479,725.0,1,4,2.0,Attchd,Gd,TA,184000,124.41
527403310,NAmes,5,1970,9457,1422,925.0,1,3,2.0,Detchd,TA,TA,155000,109.0
527404050,NAmes,5,1970,7920,914,914.0,1,3,1.0,Attchd,,TA,133000,145.51
527404100,NAmes,5,1971,9758,950,950.0,1,3,1.0,Detchd,TA,TA,119500,125.79
527404140,NAmes,4,1971,8294,872,858.0,1,3,4.0,Detchd,TA,TA,123000,141.06
527404150,NAmes,4,1971,7340,858,858.0,1,2,1.0,Detchd,TA,TA,110000,128.21
527425025,NAmes,4,1961,17199,914,914.0,1,2,1.0,Basment,TA,TA,128000,140.04
527425140,NAmes,4,1971,9000,864,864.0,1,3,2.0,Detchd,TA,TA,120500,139.47
527427090,NAmes,7,1998,4058,767,723.0,1,1,1.0,Attchd,TA,Gd,133000,173.4
527427160,NAmes,6,2001,4113,1337,1337.0,2,2,2.0,Attchd,Gd,Gd,155000,115.93
527427200,NAmes,6,1997,10943,1337,1405.0,2,2,2.0,Attchd,Gd,Gd,177000,132.39
527450030,BrDale,6,1973,2205,1092,525.0,1,3,1.0,Detchd,TA,TA,113500,103.94
527450150,BrDale,6,1973,1890,1218,672.0,1,3,1.0,Detchd,TA,TA,113000,92.78
527450220,BrDale,6,1973,2058,1218,672.0,1,4,1.0,Detchd,Ex,TA,113700,93.35
527451020,BrDale,5,1970,2016,1302,630.0,2,3,2.0,Detchd,TA,TA,106000,81.41
527451170,BrDale,5,1971,1920,1365,765.0,1,2,2.0,Detchd,TA,TA,122500,89.74
527452100,NPkVill,6,1976,4928,958,1078.0,2,2,2.0,Attchd,,Gd,128000,133.61
527453010,NPkVill,6,1976,2308,1548,804.0,2,3,2.0,Detchd,Gd,Gd,155000,100.13
527455030,NPkVill,7,1978,2304,1055,1061.0,2,2,1.0,Attchd,TA,Gd,142500,135.07
527455250,NAmes,5,1966,7150,988,988.0,1,3,1.0,Detchd,TA,TA,129250,130.82
528102050,NridgHt,9,2006,12469,1816,1790.0,2,3,3.0,Attchd,Ex,Ex,356000,196.04
528102090,NridgHt,9,2007,11694,1828,1822.0,2,3,3.0,Attchd,Gd,Ex,314813,172.22
528102100,NridgHt,8,2007,12030,1694,1694.0,2,3,3.0,Attchd,Gd,Ex,318000,187.72
528102120,NridgHt,8,2006,11825,1694,1694.0,2,3,3.0,Attchd,Gd,Ex,322400,190.32
528102130,NridgHt,8,2007,12085,1734,1734.0,2,3,3.0,Attchd,Ex,Ex,318000,183.39
528104010,NridgHt,8,2007,14333,2122,2108.0,2,2,3.0,Attchd,Gd,Gd,345474,162.81
528106040,NridgHt,9,2006,14450,2121,2121.0,2,3,3.0,Attchd,Ex,Ex,415298,195.8
528106050,NridgHt,9,2007,13641,2656,1934.0,2,3,3.0,Attchd,Ex,Ex,492000,185.24
528106060,NridgHt,8,2006,13440,2550,1108.0,2,4,3.0,BuiltIn,Ex,Ex,338931,132.91
528106110,NridgHt,10,2005,15431,2046,1994.0,2,2,3.0,Attchd,Ex,Ex,450000,219.94
528108160,NridgHt,7,2006,14154,2172,1063.0,2,3,3.0,Attchd,Gd,Ex,280000,128.91
528110040,NridgHt,9,2007,13891,2552,2552.0,2,3,3.0,Attchd,Ex,Ex,479069,187.72
528110070,NridgHt,8,2006,14226,1973,1935.0,2,3,3.0,Attchd,Gd,Gd,395000,200.2
528110100,NridgHt,9,2006,13693,2643,2153.0,2,3,3.0,BuiltIn,Ex,Gd,380000,143.78
528112150,NridgHt,8,2006,11428,1634,1626.0,2,3,3.0,Attchd,Gd,Gd,250000,153.0
528114050,NridgHt,8,2006,14977,1976,1976.0,2,2,3.0,Attchd,Gd,Ex,440000,222.67
528118040,NridgHt,9,2005,13654,2758,1704.0,2,4,3.0,BuiltIn,Ex,Ex,418000,151.56
528118050,NridgHt,10,2007,17169,2290,2320.0,2,2,3.0,Attchd,,Ex,500067,218.37
528120010,NridgHt,8,2007,16659,2152,1582.0,2,3,2.0,Detchd,Gd,Gd,260116,120.87
528120150,NridgHt,8,2004,9591,2473,1143.0,2,4,3.0,BuiltIn,Gd,Ex,317000,128.18
528142050,NridgHt,8,2007,9709,2100,918.0,2,3,3.0,BuiltIn,Ex,Ex,319500,152.14
528144050,NridgHt,8,2007,10562,2161,1582.0,1,3,3.0,Attchd,Ex,Ex,325624,150.68
528150040,NridgHt,9,2006,13615,1802,1802.0,2,3,3.0,Attchd,Ex,Ex,372000,206.44
528150110,NridgHt,8,2004,13069,2956,1706.0,2,5,3.0,BuiltIn,Ex,Gd,342000,115.7
528150120,NridgHt,8,2004,12099,2468,1136.0,2,4,3.0,BuiltIn,Gd,Ex,354000,143.44
528166150,NridgHt,8,2003,14277,2385,1317.0,2,3,3.0,Attchd,Gd,Ex,350000,146.75
528168040,NridgHt,8,2003,11999,2374,1181.0,2,4,3.0,BuiltIn,Ex,Gd,285000,120.05
528172030,NridgHt,8,2007,12568,1818,895.0,2,3,3.0,Attchd,Ex,Ex,281500,154.84
528172050,NridgHt,7,2005,9926,1614,1614.0,2,3,3.0,Attchd,Gd,Gd,245700,152.23
528172070,NridgHt,8,2005,9254,1721,1721.0,2,3,2.0,Attchd,Gd,Gd,232698,135.21
528172075,NridgHt,8,2006,10732,1828,1298.0,2,3,3.0,BuiltIn,Gd,Gd,250000,136.76
528174010,NridgHt,6,2005,7577,1362,1362.0,2,2,2.0,Attchd,Gd,Gd,194700,142.95
528174020,NridgHt,6,2005,3901,1302,1302.0,1,1,2.0,Attchd,Gd,Gd,204000,156.68
528174030,NridgHt,6,2005,3903,1302,1302.0,1,1,2.0,Attchd,Gd,Gd,200000,153.61
528174040,NridgHt,6,2005,6289,1362,1362.0,2,2,2.0,Attchd,Gd,Gd,207000,151.98
528181060,NridgHt,8,2006,4590,1554,1554.0,2,2,2.0,Attchd,Gd,Gd,209500,134.81
528181070,NridgHt,8,2006,4590,1554,1554.0,2,2,2.0,Attchd,Gd,Gd,209500,134.81
528181080,NridgHt,8,2006,6442,1370,1370.0,2,2,2.0,Attchd,Gd,Gd,202500,147.81
528186050,NridgHt,9,2005,7841,1577,1577.0,2,2,2.0,Attchd,Ex,Ex,280000,177.55
528186090,NridgHt,9,2005,7313,1561,1561.0,2,2,2.0,Attchd,Ex,Ex,277500,177.77
528186120,NridgHt,9,2007,7820,1869,1869.0,2,2,2.0,Attchd,Ex,Ex,318061,170.18
528186190,NridgHt,8,2006,6240,1324,1324.0,2,2,2.0,Attchd,Gd,Gd,221370,167.2
528188160,NridgHt,7,2003,3242,1405,1405.0,2,2,2.0,Attchd,Gd,Gd,200000,142.35
528218010,Gilbert,6,2007,15810,1496,768.0,3,3,2.0,Attchd,Gd,Gd,181755,121.49
528218020,Gilbert,6,2005,10237,1536,768.0,2,3,2.0,Attchd,Gd,Gd,176000,114.58
528218050,Gilbert,6,2005,10237,1484,783.0,2,3,2.0,Attchd,Gd,Gd,178900,120.55
528218100,Gilbert,7,2006,13204,1458,608.0,2,3,2.0,BuiltIn,Gd,Gd,168165,115.34
528221030,Gilbert,6,2006,8857,1495,738.0,2,3,2.0,Attchd,Gd,Gd,171925,115.0
528221040,Gilbert,6,2006,9729,1746,698.0,2,3,3.0,BuiltIn,Gd,Gd,198444,113.66
528221050,Gilbert,6,2005,12216,1326,1326.0,2,3,2.0,Attchd,Gd,Gd,203000,153.09
528221090,Gilbert,7,2007,9018,1456,728.0,2,3,2.0,Attchd,Gd,Gd,179540,123.31
528222030,Gilbert,7,2007,8993,1302,1302.0,2,3,2.0,Attchd,Gd,Gd,176485,135.55
528222040,Gilbert,7,2007,8899,1340,1340.0,2,3,2.0,Attchd,Gd,Gd,181134,135.17
528222050,Gilbert,6,2006,8499,1412,616.0,2,3,2.0,BuiltIn,,Gd,156932,111.14
528222060,Gilbert,6,2007,8229,1504,752.0,2,3,2.0,Attchd,Gd,Gd,166000,110.37
528222080,Gilbert,7,2007,7713,1456,728.0,2,3,2.0,Attchd,Gd,Gd,177594,121.97
528222090,Gilbert,7,2007,7697,1258,1246.0,2,3,2.0,Attchd,Gd,Gd,173500,137.92
528228270,Blmngtn,7,2006,3922,1258,1258.0,2,2,3.0,Attchd,Gd,Ex,172500,137.12
528228275,Blmngtn,7,2006,3922,1402,1258.0,0,2,3.0,Attchd,Gd,Ex,194201,138.52
528228375,Blmngtn,8,2003,3621,1589,1406.0,2,2,3.0,Attchd,Gd,Gd,226500,142.54
528228555,Blmngtn,7,2007,3710,1266,1266.0,2,2,2.0,Attchd,Gd,Gd,185485,146.51
528231010,Gilbert,7,2004,14572,1530,1530.0,2,3,3.0,Attchd,Gd,Gd,259000,169.28
528231030,Gilbert,7,2004,16219,1119,835.0,2,2,2.0,Attchd,Gd,Gd,188500,168.45
528235000,Gilbert,7,2004,11084,1374,384.0,2,3,2.0,BuiltIn,Gd,Gd,175000,127.37
528235160,Gilbert,7,2004,11796,1959,847.0,2,4,2.0,BuiltIn,Gd,Gd,215000,109.75
528235170,Gilbert,7,2006,10936,1525,1510.0,2,3,2.0,Attchd,Gd,Gd,206580,135.46
528240020,Gilbert,7,2004,8244,1720,840.0,2,3,2.0,Attchd,Gd,Gd,183500,106.69
528250010,Gilbert,7,2003,11950,1394,384.0,2,3,2.0,BuiltIn,Gd,Gd,165500,118.72
528250070,Gilbert,7,2003,7875,1948,847.0,2,4,2.0,BuiltIn,Gd,Gd,211000,108.32
528275035,Gilbert,6,2000,8063,1690,924.0,2,3,2.0,Attchd,TA,Gd,181000,107.1
528275110,Gilbert,7,2002,8740,1995,854.0,2,4,2.0,BuiltIn,Gd,Gd,219500,110.03
528280110,Gilbert,6,1999,7917,1647,953.0,2,3,2.0,Attchd,,Gd,175000,106.25
528280150,Gilbert,7,2000,9967,1430,384.0,2,3,2.0,BuiltIn,TA,Gd,170000,118.88
528290060,Gilbert,7,2003,7750,1320,660.0,2,3,2.0,Attchd,Gd,Gd,162000,122.73
528290170,Gilbert,6,2000,9487,1690,915.0,2,3,2.0,Attchd,TA,Gd,187000,110.65
528294010,Gilbert,6,1999,9649,1644,941.0,2,3,2.0,Attchd,TA,Gd,185000,112.53
528320050,NoRidge,10,1996,15623,4476,2396.0,3,4,3.0,Attchd,Ex,Ex,745000,166.44
528322020,NoRidge,8,1997,12191,2551,1779.0,2,4,3.0,Attchd,Gd,Gd,384500,150.73
528326060,NoRidge,8,2000,11000,2285,969.0,2,4,3.0,BuiltIn,Gd,Gd,248000,108.53
528327060,NoRidge,10,2001,11400,2633,2633.0,2,2,3.0,Attchd,Ex,Ex,466500,177.17
