customer_id,age,annual_income_k,tenure_months,monthly_orders,avg_basket_usd,discount_share,app_sessions_per_month,website_minutes_per_month,support_tickets_6m,returns_6m,days_since_last_order,delivery_distance_km,satisfaction_score,ad_exposure_score,account_balance_points,preferred_device,region,membership_tier,primary_category
101803,45.3,,40.1,5.4,114.72,0.326,2.6,81.3,2,1,25.8,14.1,5,44.9,2601,mobile,Northeast,basic,groceries
101804,34.8,94.7,1,1.8,64.96,0.041,25.3,89.5,5,3,20.6,6.9,,63.5,1320,tablet,West,basic,
101805,53,62.5,4.9,9.56,62.56,0.213,17.6,85.4,1,1,2.7,10,,58.4,2100,,South,plus,electronics
101806,61.9,81,19.7,3.05,33.88,0.557,12.8,52,0,0,16,2.6,5,53,940,mobile,Northeast,plus,beauty
101807,36.7,83.5,36.5,5.64,50.65,0.475,10.5,8.2,0,0,1.3,6.1,5,37.7,1448,mobile,South,basic,home
101808,23.3,69.2,21.7,4.82,18.58,0.571,16.6,57.6,0,2,7.9,10.2,4.72,56.8,902,mobile,South,basic,groceries
101809,47.7,122.3,35.9,4.75,100.38,0.24,5.5,76.1,2,1,26.7,19.1,5,50.8,2364,,Northeast,basic,groceries
101810,39.5,109.8,28.6,7.32,103.6,0.149,7,64.9,0,1,4.7,16.6,5,53.1,2744,desktop,West,plus,beauty
101811,37.6,33.2,30.9,7.32,49.04,0.405,9.4,64,1,2,12.7,13.7,,46.5,1926,,Midwest,plus,home
101812,45.9,,45,5.65,103.9,0.237,7,48.6,1,3,11.1,9.6,5,53.9,2615,mobile,South,premium,electronics
101813,25.9,77.2,1.7,3.93,76.15,0.294,26.4,90.9,6,0,33.1,5.6,5,58.5,1820,tablet,Northeast,plus,groceries
101814,20.5,56.2,16.7,5.17,30.02,0.503,13.2,,2,0,17.9,2.7,5,48.4,1259,mobile,Midwest,premium,groceries
101815,32.5,75.5,27.9,10.37,74.92,0.388,6.6,,2,1,7.8,13.2,5,51.7,2459,mobile,Midwest,basic,groceries
101816,46.9,,19.6,9.68,66.9,0.624,14.2,,3,1,9,5.9,5,54.9,2067,desktop,South,basic,electronics
101817,43.3,114.7,36.6,6.51,81.04,0.16,3.9,77.1,0,2,22.2,11.6,5,53.5,2209,,West,basic,electronics
101818,37.3,91.2,10.2,9.25,37.72,0.502,5.6,70,3,2,5.2,2.7,5,64.4,1941,mobile,West,premium,home
101819,41.7,127,44.5,4.86,124.37,0.357,6.2,28.2,0,1,16.5,6.3,5,59.8,3128,mobile,West,premium,groceries
101820,47.9,76.9,31.6,6.6,87.26,0.569,0.6,30.2,1,0,11,16.2,3.81,39.1,2886,,Midwest,premium,groceries
101821,49,70.3,26.5,8.66,40.86,0.452,8.8,33.2,1,4,10.7,13.3,5,43,2191,mobile,Midwest,premium,
101822,28,71.6,53.4,10.06,56.08,0.724,9.4,46.6,4,5,12,12.7,,54.3,2035,mobile,West,basic,electronics
101823,28.1,63.8,16.4,5.06,91.98,0.207,12.5,61.3,2,2,32.8,7.8,5,57.8,2137,mobile,West,basic,home
101824,25.9,74.7,17,4.4,73.97,0.329,22.5,89.1,4,3,20.4,1,5,43.4,1733,,South,plus,beauty
101825,26.7,67.7,5.4,7.71,42.11,0.65,14,,3,1,5.5,14.3,5,57.4,1726,desktop,Midwest,plus,home
101826,35.8,103,16.2,2.54,105.65,0.131,2.7,55.5,0,0,22.6,6.5,,51.5,2487,mobile,South,premium,home
101827,53.8,,10.8,10.93,50.62,0.481,8.4,42.9,3,1,6.5,10.8,5,51.8,2241,mobile,South,premium,groceries
101828,37.7,60.1,4.7,5.27,31.62,0.549,12.8,,0,0,14.4,9.3,5,39,1405,mobile,South,basic,groceries
101829,30.3,57.4,20.3,3.61,41.57,0.335,15.5,57,3,2,34.6,10.8,4.59,49.3,1701,,Northeast,basic,electronics
101830,27.1,79.4,31.8,8.31,80.45,0.424,3.5,71.2,2,4,18.1,10.1,5,37.4,2479,desktop,Midwest,basic,groceries
101831,36.8,81.7,14.9,4.39,33.03,0.653,11.1,66.2,0,0,12.5,9.3,5,43.9,1348,tablet,West,plus,groceries
101832,45.8,51.7,18.1,6.38,55.12,0.311,10,40.6,5,3,9.8,12,4.99,48.6,1785,desktop,Midwest,plus,home
101833,57,50.7,27,3.94,81.59,0.196,9.4,42.9,3,2,26.7,9.7,4.64,52.5,2208,desktop,Northeast,premium,electronics
101834,50.8,67.2,29.3,4.32,61.75,0.574,4.7,72.8,3,0,9.7,21.4,3.27,62.5,1625,mobile,Northeast,plus,
101835,40.4,102.1,42.1,7.47,87.9,0.278,6.7,,1,0,19.7,10.1,5,37.6,2231,mobile,Midwest,basic,beauty
101836,47.9,72,28.3,6.71,33.18,0.692,11,44.9,5,3,15.9,12.4,5,59.6,1198,desktop,South,plus,
101837,35.5,83.8,18,2.5,31.01,0.642,11.5,25.5,3,0,5.9,7,3.35,63.8,1155,tablet,West,basic,groceries
101838,48.4,,35.8,2.53,98.59,0.451,14.5,154.6,3,5,30,4.3,4.93,55.1,2663,tablet,Northeast,premium,electronics
101839,38.4,,27,5.89,84.94,0.162,2.9,33,3,1,12.4,13.9,5,49.6,2065,desktop,Northeast,basic,beauty
101840,59.8,,19.6,7.08,26.42,0.624,14.6,55.5,0,0,13,9.7,5,45.1,1495,mobile,South,plus,home
101841,44.7,,20.9,3.51,42.1,0.444,15.9,87.7,4,5,0,9.8,,58.2,1877,mobile,Northeast,premium,beauty
101842,39,89.5,8,6.61,43.2,0.442,20.8,108.1,1,2,6.7,8.1,5,50.4,2074,mobile,South,premium,beauty
101843,33,59.9,9,5.99,38.95,0.134,20.3,68,1,2,0,3.4,5,60.8,1336,tablet,Midwest,basic,groceries
101844,37.6,37.7,13.9,3.54,73.71,0.209,16.6,112.7,4,4,31,7,,45,1987,mobile,South,basic,beauty
101845,36.3,58.5,14.4,10.36,37.79,0.265,4.7,39.7,2,1,14.7,8.2,5,46.2,2208,desktop,West,plus,groceries
101846,18,111,23.1,3.19,102.71,0.267,14.5,97.7,2,2,40,15.1,4.12,52.2,2169,desktop,West,basic,groceries
101847,36.8,79.4,26.7,9.45,50.13,0.688,10.2,74.6,1,0,13.2,11.8,5,63.9,1752,mobile,Northeast,basic,home
101848,28.1,59.6,13.2,4.68,112.17,0.145,24.7,156.8,5,4,1.9,3.8,4.53,66.5,2378,mobile,West,basic,electronics
101849,38.1,113.5,34.7,5.32,96.44,0.202,8.5,49.5,2,1,15.1,8.1,5,48.7,2220,desktop,South,basic,groceries
101850,54.6,71.4,24.7,5.51,40.58,0.421,7.7,72,0,0,7.2,20.9,5,59,1384,mobile,West,basic,groceries
101851,53.8,83.1,32.5,6.28,104.62,0.112,2.6,57.8,1,1,8.4,11.2,5,59.7,2290,mobile,Midwest,plus,electronics
101852,37.4,72.6,25.4,3.99,33.86,0.492,6.5,60.1,1,0,19.7,6.6,4.75,48.8,1631,desktop,Northeast,plus,groceries
101853,41.7,67.8,11.6,7.03,26.98,0.65,7.3,90.7,1,0,7.3,2.4,5,61.9,1604,desktop,Northeast,basic,beauty
101854,37.8,131.7,28.8,5.58,90.41,0.097,7.1,103.2,0,2,5.4,8.7,5,69.8,1890,tablet,West,plus,electronics
101855,31.6,65.9,28.9,5.31,24.95,0.689,8.5,80.2,1,0,1.7,10.3,5,53.7,1251,desktop,West,plus,home
101856,21.3,104.2,8.8,4.23,41.76,0.407,5.3,78.3,4,1,48.8,3.6,4.46,36,794,mobile,West,basic,groceries
101857,32.6,55.9,26.2,6.19,34.57,0.383,7.8,63.8,2,0,0.2,3.3,5,53.1,1952,desktop,West,premium,groceries
101858,54.2,101.3,19.5,9.16,75.9,0.515,6.7,34.6,2,4,5.7,22.5,4.29,52.6,2849,desktop,Northeast,premium,home
101859,37,120.5,21.8,4.65,99.78,0.24,14.1,35.8,0,1,11,11.6,5,53,2540,mobile,Northeast,plus,groceries
101860,66.8,150.2,26.7,3.59,131.53,0.084,3.8,46.9,0,1,1,5,5,39.8,2994,mobile,Northeast,plus,home
101861,21.6,,39.5,5.26,21.96,0.524,13.8,80.4,2,1,0,5.9,4.95,55.3,949,desktop,Northeast,plus,electronics
101862,32.7,74.5,30.9,6.6,68.07,0.217,4.5,50.7,0,1,0,7.3,5,51.9,1859,desktop,Midwest,plus,home
101863,46.8,65.8,20.1,10.49,46.22,0.134,5.2,31.9,1,1,0,16.1,5,51.1,1621,desktop,Midwest,basic,home
101864,40.4,58.7,20,5.52,41.73,0.583,9.4,57.2,2,1,8.6,10.4,5,58.4,1296,,West,plus,beauty
101865,50.3,58.8,18.8,3.73,39.67,0.839,13.3,15.5,3,3,13.1,1.7,3.13,56.8,1528,mobile,West,basic,electronics
101866,27.3,51.3,19.5,2.33,65.89,0.32,21.7,,4,2,20.6,12.6,4.23,66.7,1309,mobile,West,basic,home
101867,42,80.9,7.9,4.82,91.13,0.45,21.7,101.4,2,3,18.2,9.3,4.86,68.1,2163,mobile,Northeast,basic,groceries
101868,34.4,90.7,13.1,6.06,27.84,0.837,6.4,30.7,3,1,14.2,8.6,5,46.2,1738,mobile,Midwest,premium,groceries
101869,32.9,88,9.5,5.1,80.46,0.452,30.8,146.5,1,1,8.1,7.8,4.92,62.5,2010,mobile,West,plus,groceries
101870,63.3,92.2,45.2,3.82,85.76,0.196,6.9,65.7,0,0,10.7,8,5,59.1,2154,desktop,West,plus,beauty
101871,29.5,87.3,17,4.8,82.64,0.297,11.2,,1,1,8,8.2,5,38.4,1619,mobile,Midwest,basic,home
101872,46.6,156.9,51,7.06,93.56,0.077,8.1,86.6,3,5,20.4,0.2,5,60.4,3202,mobile,West,premium,electronics
101873,35.8,70,31.1,7.14,74.81,0.474,10.3,50.8,3,5,11.8,9.2,4.92,60.7,1714,desktop,West,plus,groceries
101874,23.2,67.8,22.3,6.98,41.93,0.446,12.9,58.6,2,0,6.3,12.6,5,61.9,1652,desktop,South,basic,groceries
101875,43,95.9,15,4.53,84.09,0.194,5,60.3,0,1,10.4,10.6,5,71.9,2079,mobile,Northeast,premium,beauty
101876,38.7,52,25,6.05,33.85,0.674,9.2,24.3,2,0,5.5,6.5,5,54.6,1743,mobile,Midwest,basic,home
101877,46.3,96.5,41.1,8.94,46.03,0.342,3,47.6,2,2,4.2,15.1,5,51.5,1439,desktop,Midwest,plus,home
101878,46.9,125.2,22.7,4.53,93.89,0.185,6.2,82,1,1,2.2,21.4,,43.5,1982,desktop,Northeast,basic,home
101879,44.6,,19.6,5.74,113.91,0.262,10,63,0,1,15.3,16.3,4.82,56.2,3240,mobile,West,premium,electronics
101880,41.5,26.6,14.9,5.9,32.67,0.577,18.1,30.9,2,1,16.6,13.7,5,57.9,1530,mobile,West,premium,groceries
101881,48.6,67.8,35,10.79,44.52,0.55,5.7,35.9,1,2,0,8,5,49.3,1751,desktop,West,plus,groceries
101882,50.7,74.4,31.3,8.96,51.33,0.489,6,42.4,1,1,15.1,13.7,5,41.6,2248,mobile,South,basic,groceries
101883,31,,17.3,3.93,23.95,0.852,16,79.5,1,1,13.8,3.9,4.36,64.9,964,mobile,West,plus,groceries
101884,31.8,63.6,33.7,9.37,64.62,0.217,11,68,5,3,0,15.4,5,49.8,2513,desktop,South,premium,groceries
101885,45.7,66.6,9.4,4.51,115.35,0.152,2,64.1,1,1,13.2,8.9,5,56.5,2563,desktop,South,plus,groceries
101886,39.9,135.7,43.9,4.36,116.28,0.219,12.7,76,0,2,15,9.9,4.74,52.6,2552,desktop,Midwest,premium,electronics
101887,43.5,73.2,28.1,9.02,24.87,0.626,7.2,44.9,3,1,3.8,3.3,5,58.2,1637,mobile,West,basic,groceries
101888,38,68.3,28.4,7.2,35.82,0.454,15.1,70.3,1,3,14.3,4.9,5,47.8,1647,mobile,West,basic,home
101889,18,60.7,12,6.76,32.48,0.442,8.8,75.9,2,0,7.4,14,4.71,68.3,1861,desktop,West,basic,home
101890,52.6,82.5,21.2,11.41,97.1,0.456,7.4,40.1,4,3,0.2,16.3,4.94,42.9,3051,desktop,West,plus,electronics
101891,51.8,60.2,29.3,8.5,81.67,0.322,15.8,12.4,4,0,0,7.6,5,41.6,1780,tablet,Northeast,plus,groceries
101892,52.8,79.4,8.7,3.36,116.31,0.225,11.5,53.3,3,2,21.5,18.4,3.21,57.1,2912,desktop,Northeast,premium,electronics
101893,48.2,,18.8,6.88,36.47,0.758,13.1,57,3,0,10.7,7.4,5,58.1,1635,mobile,West,plus,home
101894,47,56.5,27.7,7.97,89.86,0.61,11.9,61.5,2,2,6.2,12.4,5,62.2,2447,mobile,Northeast,basic,groceries
101895,45.8,83.1,18.3,6,98.7,0.111,11.9,74.5,0,1,4.8,13.2,5,69.2,2813,desktop,Northeast,basic,groceries
101896,37,66.3,57.8,6.46,29.83,0.747,18.2,36.3,0,1,12,16.1,5,53.7,1078,mobile,South,basic,beauty
101897,45.5,62.8,30.9,11.81,49.34,0.454,1.8,81.5,3,0,2.9,2.3,5,38.4,1816,desktop,West,basic,home
101898,37.4,62.6,34,6.64,22.33,0.582,14.5,56.8,2,1,6.6,8.1,5,51.7,1055,mobile,South,basic,groceries
101899,42.9,77,15.5,5.58,97.73,0.196,9,46.1,1,0,9.4,12.1,5,50.4,2657,mobile,Midwest,plus,groceries
101900,66.7,68.4,26,5.38,34.11,0.616,9,28.4,0,0,12.3,10.9,,73.5,1505,mobile,Midwest,premium,groceries
101901,46,79,29.5,2.73,94.93,0.403,22.3,113.1,2,0,33.6,7.4,5,56.2,2093,mobile,Northeast,basic,home
101902,47.4,60,15.4,8.82,77.41,0.172,6.5,34.8,0,0,21.4,10,5,66.2,2093,desktop,West,basic,groceries
101903,51.2,61.9,16.7,8.36,72.68,0.554,8.6,92.4,3,3,8.1,9.9,5,60.3,2302,desktop,West,basic,groceries
101904,26.2,70.3,18.5,3.54,57.27,0.489,12,57.5,2,2,13.1,14.1,4.61,54.2,2025,desktop,Midwest,premium,groceries
101905,28.3,,5.2,7.88,31.67,0.599,17.5,17,6,2,7.3,10.9,5,58.9,1415,mobile,Northeast,plus,beauty
101906,33.3,114.1,40.9,5.07,97.77,0.325,10.4,73.4,0,1,1.2,11.8,5,61.4,2805,mobile,Midwest,premium,beauty
101907,38.7,62.6,21.9,7.13,28.31,0.512,6.4,47.9,2,0,14,8.9,5,56.8,1395,desktop,West,basic,beauty
101908,39.9,97.2,8.5,10.65,45.25,0.495,11.4,32.3,4,1,5.5,9.1,5,55.7,1734,mobile,Midwest,basic,home
101909,40,84.3,32.3,2.6,98.46,0.374,5.3,76.2,1,1,17.5,11.1,4.16,53.3,2756,desktop,Northeast,premium,home
101910,25.2,78.4,47.2,8.88,37.47,0.616,7,52,3,1,10.3,2.6,5,58.2,1528,mobile,South,basic,beauty
101911,27,95.3,12.7,6.72,55.3,0.588,8.2,31.2,4,2,11.2,13.2,5,56.5,1955,mobile,West,premium,groceries
101912,48.4,60.2,25.2,3.96,34.2,0.466,9.9,,1,0,17,8.2,,68.4,1171,mobile,West,basic,home
101913,19.4,79.7,19.4,5.69,38.11,0.782,10.7,20.2,1,1,5.7,6.2,5,55.3,1639,tablet,Northeast,basic,groceries
101914,27.7,99.7,14.4,3.24,70.85,0.246,19,60.8,5,6,22,4.1,3.72,57.8,1544,tablet,West,basic,electronics
101915,33.3,77.4,8.4,6.82,46.8,0.506,11,63.2,0,1,2.2,6.8,5,56.3,1633,desktop,South,plus,home
101916,35.9,93.8,35.2,6.48,62.71,0.345,10.7,17.6,5,0,0.8,10,5,62.2,2016,mobile,Midwest,basic,home
101917,38.1,106.2,1,5.17,63.22,0.21,18.8,114.3,2,3,15.1,8.4,5,51.4,1891,mobile,Midwest,plus,groceries
101918,18,87.2,21.8,6.56,21.31,0.786,14.1,50.4,2,0,0,10.6,5,51.5,1008,mobile,Midwest,basic,groceries
101919,52.1,130.4,20.3,4.25,87.96,0.149,10.6,,0,2,6.4,10.8,5,60.8,2307,mobile,Northeast,premium,electronics
101920,38.1,71.9,19.2,6.78,35.38,0.624,11,88.4,3,0,15.6,9.7,5,69.7,1905,mobile,South,premium,groceries
101921,18.3,77.4,30,5.6,41.9,0.557,15.5,60.1,1,0,10.1,5,5,49.2,1522,desktop,South,plus,groceries
101922,40.3,66,21.8,10.24,52.17,0.35,7.3,49.9,1,0,6.2,9,,59.8,1953,desktop,Northeast,basic,
101923,36.9,72.9,20.8,8.33,26.39,0.782,14.8,90.2,4,0,12.8,8.2,5,55.2,1635,mobile,Northeast,plus,groceries
101924,38.3,67.3,20.7,8.28,58.13,0.683,11.7,56.8,2,1,11.7,11.2,,71.5,1525,desktop,West,basic,groceries
101925,25.2,100,20.4,2.28,65.7,0.365,5.6,94.6,1,1,13.3,7.3,5,66.5,1644,tablet,Midwest,plus,home
101926,42,90.3,27.2,7.82,101.33,0.41,6.5,,1,2,0.4,8.6,5,40.8,2132,mobile,South,basic,home
101927,50.9,106.5,21.3,3.49,137.64,0.315,0.1,67.9,1,3,2.8,14.2,4.89,51.5,2770,tablet,Northeast,basic,electronics
101928,38.7,100.9,3.4,3.67,98.93,0.271,15.9,90.6,3,1,17,6.9,5,48.4,2156,mobile,West,basic,groceries
101929,32.6,85.4,13.3,8.71,49.83,0.5,2.8,23.3,3,2,12.1,11.4,5,48.6,1672,desktop,Midwest,basic,groceries
101930,48.5,76.2,51.5,5.92,78.83,0.074,3.8,83.6,1,2,4.7,13,5,50.4,2893,desktop,South,premium,beauty
101931,23.8,59.7,17,2.99,43.88,0.743,5.3,45.8,0,2,0,13.4,4.92,39.6,1466,desktop,Midwest,plus,groceries
101932,43.8,86.3,66.5,6.83,55.7,0.464,0.4,48,2,5,6.6,23.5,3.32,54.3,1938,mobile,Midwest,plus,electronics
101933,49.7,85.7,47.4,8.98,61.23,0.17,7.6,62.1,4,5,15.4,14.2,5,47.3,2272,mobile,West,basic,home
101934,41.3,88.4,16.6,5.12,68.71,0.26,16.1,47.1,4,3,9.8,18.2,5,52.5,1609,desktop,Northeast,plus,home
101935,25.6,71.8,21.4,10.34,81.37,0.444,11.5,43.7,1,2,8.3,17.7,5,59.9,2361,desktop,Northeast,plus,groceries
101936,35.7,60.5,31.2,8.05,50.63,0.614,20.5,43.3,2,1,14.2,4,5,44.2,1628,,South,basic,groceries
101937,42.8,58.5,19.2,5.96,100.61,0.366,27.4,,5,3,12.6,9.7,5,48.5,2765,mobile,Northeast,plus,groceries
101938,40.8,107,38.4,5.78,77.86,0.129,3.8,49.7,1,2,27,9.5,5,51.3,2097,mobile,Midwest,premium,beauty
101939,37.5,68.4,47.6,7.1,37.39,0.433,13,16.8,1,1,15.2,13,5,58.5,1632,desktop,Midwest,plus,electronics
101940,49.8,116.1,43.4,4.58,82.38,0.198,5.2,75.2,1,2,20,13,4.84,56.3,2079,tablet,South,premium,electronics
101941,40.3,114.6,32.9,6.53,66.04,0.43,3.6,62.4,3,1,2,10.4,5,56.2,1925,mobile,South,plus,home
101942,42.4,61.9,28.1,7.08,40.02,0.661,17,,1,0,14.7,3.7,5,54.1,1433,desktop,West,plus,groceries
101943,22.3,96,24.6,3.36,46.94,0.065,23.3,65.4,1,0,24.1,10.7,4.44,66.6,1466,tablet,West,plus,beauty
101944,32.4,82.2,19.9,2.56,72.18,0.382,6.5,68.4,6,3,34.5,6,4.47,46,1865,mobile,West,basic,groceries
101945,36,121.2,30.3,1.35,80.85,0,5.3,100,4,5,31.9,2.3,4.78,47.3,1655,mobile,Midwest,basic,
101946,42.2,,18.8,4.36,132.99,0.214,11.3,66.2,1,1,29,9.4,5,50.3,3380,desktop,Northeast,premium,home
101947,50,45.1,16.4,7.29,33.24,0.604,8.6,73.3,1,0,2.3,6.2,,63.2,1587,tablet,West,plus,groceries
101948,40.9,94.2,19.5,6.86,63.83,0.403,8.3,53.1,0,2,0,2.6,5,51.3,1937,desktop,West,premium,electronics
101949,42.2,108.2,39.6,8.25,55.74,0.313,1.2,73.9,4,3,9.4,15.3,5,36.9,2316,desktop,South,plus,electronics
101950,18,62.6,37.3,9.29,58.93,0.394,4.8,62.2,5,3,8.1,15.1,5,68.9,1879,desktop,Northeast,basic,groceries
101951,35.4,93,31.6,2.93,17.69,0.663,16.6,11.5,4,0,17.3,3.9,4.93,51.9,912,mobile,West,basic,
101952,34.7,63.4,5.2,7.52,34.52,0.699,15.8,86.9,2,1,14.9,10.5,5,56.9,1324,mobile,West,basic,groceries
101953,30,114.7,41.6,4.64,113.94,0.253,0.1,70.8,1,1,17.8,10.8,5,51,2822,mobile,West,basic,electronics
101954,41,87.8,29.9,1.93,124.82,0.228,19.1,88.5,0,0,18,14.2,4.89,54.3,3180,mobile,Northeast,premium,groceries
101955,50,65.1,13.5,3.64,64.91,0.317,11.3,93.7,3,3,9.9,12,4.79,53.4,1957,mobile,Midwest,plus,groceries
101956,28.9,,16.5,3.94,106.93,0.161,6.3,57.2,1,0,16.6,10,5,57.5,2307,mobile,Northeast,plus,home
101957,53.8,71.6,41.7,8.91,57.57,0.6,11.5,76.3,0,1,3.4,8.7,5,57.9,1998,desktop,South,basic,groceries
101958,47,91.6,21.9,8.72,51.12,0.107,10.7,25.9,1,2,13.7,7.9,5,53.4,1845,desktop,Midwest,basic,groceries
101959,45.6,95.6,49.3,3.64,96.41,0.152,7.7,77.4,3,3,0,8.8,5,38.9,1726,mobile,Northeast,basic,electronics
101960,52.3,88.4,48.9,6.85,111.66,0.147,8.3,63.8,0,0,0,11.5,5,50.3,2940,mobile,Northeast,basic,beauty
101961,28.5,91.4,4,2.57,47.25,0.824,8.9,,0,1,9.3,8,4.81,57.5,1498,mobile,West,basic,groceries
101962,57.7,66.4,50.7,8.06,66.01,0.393,11.2,33.2,3,4,5,11.3,5,37.9,2189,desktop,South,plus,electronics
101963,31.5,58.3,42.4,7.84,30.94,0.694,17,,1,2,21.3,11.3,,52.6,1739,mobile,South,basic,home
101964,39.3,75.1,36.4,8.28,58.13,0.683,11.7,56.8,2,1,11.7,11.2,5,44.6,2175,tablet,Northeast,premium,groceries
101965,34.5,84.7,52.5,5.15,109.69,0.182,11.6,65.3,2,2,18.4,8.7,5,53.2,2407,mobile,Midwest,basic,
101966,30.9,119.5,27.7,6.06,81.96,0.075,10.9,68.7,1,1,12.6,6.8,5,55,1994,desktop,West,plus,home
101967,51.2,130.1,45,5.77,103.91,0.111,6,54.1,1,2,16.3,10.8,5,41.6,2205,desktop,Northeast,basic,beauty
101968,47.6,109.1,26.2,4.99,93.76,0.179,3.4,26.7,2,2,23.4,14.6,4.98,44.3,2652,tablet,Northeast,plus,groceries
101969,59.1,64.6,27.2,6.31,19.57,0.646,7.5,63.8,0,0,25,6.7,5,46.5,1272,desktop,South,premium,groceries
101970,51.5,71.1,26.4,10.31,26.56,0.651,4.3,35.4,2,1,10.7,6.7,5,48.9,1503,tablet,South,basic,beauty
101971,49.1,59,15.5,6.9,19.01,0.423,12.1,12,0,0,18.9,5.9,4.15,42.4,1078,desktop,West,basic,groceries
101972,39,56.7,37.6,7.42,48.47,0.397,9.6,32.1,2,1,17.4,13.3,5,53,1882,mobile,West,plus,groceries
101973,53,96.5,44.8,5.24,105.71,0.423,0.2,44.9,0,2,22.3,7.2,5,41.2,2773,mobile,Northeast,premium,beauty
101974,34.6,121.3,6.6,1.19,97.19,0.323,8.9,59.6,2,0,37.8,8.3,4.27,54.6,1863,mobile,Midwest,basic,home
101975,37.4,60.2,20.7,6.91,45.04,0.541,7.8,68.8,3,1,4,4.5,5,48.6,1171,desktop,Midwest,plus,groceries
101976,40.1,101.4,25.9,8.59,51.37,0.471,7.1,48.1,3,2,0,10.6,5,39.5,1638,desktop,South,basic,
101977,28.5,,4.8,3.47,20.1,0.777,8.4,,0,1,18.6,6.3,4.69,52.6,968,,South,basic,home
101978,23.7,67,8.9,4.42,98.71,0.228,12.6,109.3,5,4,28.9,7.8,5,54.6,2018,desktop,Northeast,basic,groceries
101979,31.5,80.4,15.9,3.15,92.38,0.254,27.7,115.6,1,2,6.6,7.5,5,57.4,2728,mobile,West,basic,groceries
101980,30.7,84.8,41.5,8.49,76.39,0.435,0.9,36.7,1,2,12.7,10,5,48.3,1887,desktop,South,basic,beauty
101981,40.5,89.1,42.6,7.68,20.97,0.643,14,,1,0,4.8,7,5,48,1499,mobile,West,basic,groceries
101982,40.5,70.4,35.4,11.04,50.11,0.362,8.7,27.7,5,5,2.4,20.9,4.95,37.7,1933,desktop,Northeast,basic,groceries
101983,47.1,66.9,39.8,8.55,53.76,0.225,8.9,63.1,3,3,1.4,10.6,,51.5,2129,desktop,Midwest,basic,groceries
101984,26.7,91.9,30.1,9.59,82.75,0.512,14,31,3,3,11.6,9.3,5,42.5,1997,mobile,Midwest,plus,home
101985,37.6,65.8,1,11.87,49.98,0.41,16.5,57.9,6,5,6.7,9,5,50.8,2009,desktop,Midwest,plus,beauty
101986,37.8,90.9,13.5,2.44,67.99,0.277,32.5,105.4,6,4,31.8,12.9,,64.1,1685,mobile,West,basic,groceries
101987,41.8,63.3,7.6,4.65,86.46,0.397,32.4,66.1,1,2,25.4,8.6,5,62.3,2117,mobile,Northeast,basic,beauty
101988,44.4,82,45.9,4.82,73.45,0.654,8.1,,2,0,0.1,9.2,5,54.2,1490,mobile,Northeast,basic,groceries
101989,38.7,49.5,9.6,8.81,22.25,0.352,15.8,37.7,1,1,14,4.3,5,39.3,1440,mobile,Midwest,basic,groceries
101990,34.9,134.3,51.4,6.51,118.59,0.115,4.9,23.3,2,1,35.9,11.8,5,44.3,3470,desktop,West,premium,home
101991,37,70.5,19.6,3.19,22.06,0.593,7.6,49.1,3,1,27.9,6.1,5,71,1104,mobile,Northeast,basic,beauty
101992,46.4,108.3,19.7,5.16,102.62,0.313,6.1,81.3,2,1,21.4,8,5,56.2,2949,mobile,West,basic,home
101993,27.8,93.7,29.3,5.1,42.37,0.549,5.2,46.7,0,1,2.3,7,5,52.8,1235,desktop,Northeast,basic,groceries
101994,32.5,63.1,17.1,8.9,33.2,0.254,4.4,58.6,1,2,9.8,9.3,5,55.5,1372,mobile,South,plus,beauty
101995,43.9,82.1,12.9,2.63,89.48,0.222,0.4,58.4,0,1,13,9.2,5,25.5,1796,mobile,South,plus,home
101996,42.5,73.9,19.3,6.21,82.51,0.381,1.4,42.9,1,0,10.9,11.5,4.93,44.2,2216,mobile,Northeast,basic,groceries
101997,50.9,68.5,24.5,5.05,24.01,0.758,9.4,49.7,0,1,9.8,12,5,46,704,mobile,South,basic,beauty
101998,52.8,53.7,12.7,6.75,22.72,0.651,10.1,22.7,0,0,8.2,6.4,5,37.6,1236,mobile,Midwest,basic,groceries
101999,48.1,67.3,14.3,6.08,18.99,0.677,12.3,53.4,0,0,15,8.4,5,36.1,1585,mobile,South,premium,groceries
102000,34,86.5,10,2.99,70.49,0.216,13.4,120.1,4,3,33.7,7.9,4.61,68.2,1933,mobile,Northeast,plus,home
102001,39.6,78.3,13.4,1.51,75.09,0.443,6.7,97.9,4,8,17.5,10.3,3.56,47.8,1807,mobile,South,plus,home
102002,49.6,62.1,8.6,7.07,33.72,0.417,16.4,64.9,0,0,12.3,8.3,,72.9,1776,desktop,Midwest,plus,groceries
102003,48.3,78.9,44.5,1.79,79.56,0.189,2.5,,2,2,13.8,2.3,4.89,59,1842,mobile,West,plus,electronics
102004,50.4,125.2,39.4,2.53,93.42,0.181,5.4,,1,2,15,9.9,5,54.8,1770,mobile,West,basic,beauty
102005,32.6,39.1,20.1,6.36,69.04,0.303,14.9,97.2,1,2,21.1,11.9,5,71.1,1963,tablet,West,basic,groceries
102006,32.4,105.6,15.7,2.14,99.11,0.282,13,44,1,3,8,6.9,4.3,51.2,2179,mobile,West,premium,beauty
102007,48,81.9,43.7,4.94,65.99,0.214,7.5,13.4,1,4,7.4,14.2,5,52.1,1845,mobile,Northeast,plus,
