risk_signal,process_temp,pressure_variation,vibration_index,operator_experience,humidity,shift_load,raw_material_score,sensor_drift,maintenance_gap_days,ambient_temp,weak_proxy,random_id_hash,machine_type,supplier_tier,shift,region,target
1.3896,-0.2028,0.9675,-0.5266,6.5606,9.94,0.1756,-0.2556,-0.3532,17.34,65.97,1.6506,3386,A,standard,swing,east,0
0.9395,2.1621,0.2642,1.5333,7.8572,17.41,-1.9261,-0.958,1.6042,10.92,78.73,-1.057,5555,C,economy,day,east,0
-0.8736,0.2049,-1.8546,-1.3444,9.2769,44.92,-0.0942,-0.7353,-0.6021,27.81,70.81,-0.7545,7667,D,premium,night,east,0
1.1481,0.432,0.3977,1.0783,6.8572,60.32,-0.3314,0.0919,,27.91,77.74,0.885,6167,C,standard,day,north,0
0.8219,2.7811,,-1.367,,69.99,-1.1023,-1.213,0.545,12.02,64.42,-0.0501,3595,A,premium,night,west,0
0.8585,-0.9082,0.5088,0.5108,8.6609,78.69,-0.3486,-1.4543,0.6047,12.8,68.22,-0.9244,4353,B,,night,west,1
0.8518,-0.0868,-0.3173,1.0216,3.9017,63.45,0.0575,0.0942,-0.514,39.61,59.28,0.7986,6699,A,economy,swing,east,1
0.2979,-0.5205,0.8275,2.3768,4.3803,61.27,1.1941,1.136,1.113,7.99,70.4,2.5585,4606,C,premium,day,west,1
1.6043,-1.7378,-0.1127,-1.0732,3.8136,26.81,0.4757,-0.4447,-1.2747,42.26,80.14,-0.1498,6312,A,standard,night,north,0
1.2626,2.3202,0.5515,1.0511,4.5012,9.28,-1.2083,-2.1878,0.5663,14.81,59.95,0.6529,8308,D,economy,night,north,1
1.8018,,0.3741,0.1529,4.5601,3.5,0.3025,-0.5219,0.781,14.01,56.47,0.481,2347,D,standard,day,west,1
-0.1136,-0.9251,-0.5067,0.8316,0.243,46.83,-0.1169,-1.5496,-0.7653,16.38,65.02,-1.0265,3844,C,standard,swing,east,1
-1.5804,-0.6941,0.0811,-0.7207,3.4873,36.03,-1.891,-1.7161,-1.6684,35.07,53.52,-1.3182,8045,B,standard,night,north,0
-0.7688,1.2119,1.1293,0.7337,1.0929,42.12,0.3387,0.5179,-0.1695,11.79,79.64,-0.5911,1921,D,standard,day,east,1
1.3444,-1.0003,0.1952,0.3452,3.3785,,0.5392,-1.6207,-0.8891,18.27,75.57,1.0823,7914,D,economy,swing,south,0
0.5055,1.9708,1.3621,1.3499,2.6689,41.62,-0.3649,-0.204,-0.888,7.5,68.36,0.0899,3381,D,premium,swing,west,0
0.0107,-0.3257,0.7945,0.5098,9.1222,58.4,0.402,-0.0431,0.5243,24.11,63.18,0.6996,5162,D,premium,night,east,0
2.2103,-0.042,-0.5572,-2.3153,0.7889,26.96,0.6206,0.8294,0.4998,13.91,73.94,0.0928,9214,A,economy,swing,west,0
-0.0419,0.4983,0.2163,-1.0129,,35.29,0.381,0.9849,-0.2096,6.34,72.01,1.1968,2124,C,economy,swing,north,0
1.3199,0.7174,-0.229,-0.328,5.5975,,-0.362,0.8687,1.1429,3.83,59.96,-0.4919,3664,C,standard,swing,east,1
1.3508,-0.0699,-0.3809,-0.1509,7.5118,76.11,0.2748,0.2302,0.0955,19.63,76.86,-0.2337,3879,C,premium,swing,south,0
-1.8149,-2.1995,1.2245,1.3699,9.4242,21.34,-0.6473,-0.7707,1.3111,42.4,71.89,1.2839,2800,B,premium,day,west,0
1.9398,-0.3323,-1.0457,-0.8858,5.3264,67.14,0.7507,-0.7889,0.8816,18.81,71.69,-1.0968,6401,A,premium,night,west,0
0.0494,1.1129,0.4339,0.1094,1.2094,33.13,-1.387,0.2279,0.9591,7.3,56.92,0.3822,6398,A,standard,swing,west,1
0.5049,-0.2121,-0.6703,0.4057,9.8432,37.55,-0.5438,0.1168,-1.493,0.49,47.8,-0.8816,3797,A,economy,night,south,0
0.6275,-0.5144,0.7005,1.5215,9.5023,49.3,-0.2805,0.3873,0.1821,12.43,78.01,-0.1304,4517,A,standard,day,east,0
-0.3541,0.7282,-0.5595,0.7367,6.3498,33.35,2.0348,-1.0832,0.344,15.92,64.58,2.076,6722,C,premium,day,east,0
2.9376,,1.0472,0.4067,0.6561,,1.319,2.8854,-1.8307,7.12,57.89,-0.1733,5317,D,standard,night,west,1
1.0173,-2.7133,1.7065,1.0754,5.3539,,0.5628,-0.0431,1.6804,17.17,58.52,2.0121,1180,A,economy,day,north,0
0.3683,0.6973,-1.4132,-0.6971,9.0885,67.47,0.3568,0.6258,3.095,20.69,48.35,0.3861,8140,D,standard,day,west,1
1.2844,0.386,-2.2164,0.2763,9.7426,87.46,-0.6094,-0.6214,1.878,9.3,74.25,-0.2963,3081,A,premium,night,west,1
-0.5988,-0.5207,0.9282,-0.5754,3.3286,79.07,-0.6936,-1.4214,-0.4565,8.08,65.88,1.5221,5075,B,standard,night,north,0
-0.8653,0.5888,1.1025,0.3753,7.0787,67.35,-0.1313,1.4014,,17.43,72.7,1.0039,1437,A,economy,day,south,0
-0.1396,-0.3988,-0.4317,-1.0009,5.3025,74.1,1.3795,0.2964,0.9478,31.06,64.64,-0.5779,3739,A,economy,swing,west,0
1.0906,-1.0026,-0.1156,1.0857,0.4024,23.72,0.33,0.8991,-0.2224,7.34,82.47,-0.4268,8490,C,economy,day,north,1
0.455,1.3444,0.2957,-0.3139,7.9626,43.74,-0.1244,0.7603,0.2887,29.71,61.22,1.1682,8010,C,,swing,west,0
0.8681,-1.1865,0.0872,-0.6262,6.9404,84.37,-0.2112,-0.5142,-0.3037,5.91,62.15,0.0108,7842,B,standard,day,north,1
1.3703,-1.7103,-0.1614,0.5638,8.9685,33.28,-1.9603,-0.1942,0.9578,18.88,76.11,-0.1777,1274,C,standard,day,north,0
-0.4166,1.71,-0.9724,-0.3041,,20.3,0.0977,-0.7875,-1.0883,8.35,68.62,-0.4485,7550,C,premium,day,south,1
-1.3766,1.0449,-0.6324,0.1625,7.7116,59.44,1.8102,-1.1159,-0.6778,31.52,79.37,-1.8128,6687,B,standard,swing,south,0
2.9061,0.5745,0.1967,0.7038,3.9029,87.95,-0.0105,-2.096,0.6784,19.54,65.08,-0.4209,7731,C,premium,day,north,1
-1.4206,-0.12,0.9256,-0.4441,4.4948,74.81,-0.1044,0.4344,0.4201,32.57,67.18,-1.7568,9359,D,standard,day,west,0
-0.1697,-1.2707,-0.2859,0.1009,6.1737,,0.2709,-0.8943,1.1986,20.34,60.0,-1.3743,2427,C,economy,swing,north,1
-1.4667,-0.2588,-0.2116,-0.3723,7.5493,22.76,0.2791,2.1018,-1.2223,8.26,65.67,-1.5914,2318,A,standard,swing,west,1
1.5461,-0.326,0.3464,-0.4799,5.4593,65.81,-1.3082,-0.1478,2.3202,29.75,77.8,0.2887,6377,A,standard,day,east,1
-2.0646,1.6344,-0.6219,-2.3614,5.2747,77.1,-0.0937,-0.0077,-2.7986,15.16,63.05,0.1744,9737,C,,day,north,0
2.0949,-1.1437,-0.6699,-0.1034,1.6692,58.2,0.1758,-0.9182,0.1574,14.51,73.47,0.6908,7539,B,premium,swing,north,1
-1.335,1.9868,1.6562,0.7135,0.6719,,-1.431,-0.7728,1.0814,8.93,59.86,1.2774,3286,C,premium,day,north,1
2.1988,0.7849,0.4484,1.6175,4.2513,58.35,0.1016,1.1018,0.8312,40.31,66.29,-0.1438,7889,A,,night,north,0
1.3109,-0.4874,-0.0602,2.615,7.0111,63.75,-1.3961,0.0335,-0.1674,24.63,77.85,2.5399,8684,B,standard,swing,south,0
-0.3797,-0.3896,-1.3023,-0.0858,2.7704,80.93,0.647,1.7774,0.2527,44.03,55.84,0.8081,5312,D,economy,day,south,0
1.1224,1.7113,0.4271,0.6848,0.3509,34.59,1.3651,0.3164,-1.4454,14.89,71.98,1.9825,5787,D,standard,night,east,1
0.9307,0.0731,0.7529,0.5333,0.3057,29.38,0.7497,-0.515,0.5189,10.94,74.21,0.0045,7354,D,standard,day,south,1
0.4168,0.2231,0.4008,1.1212,9.9213,91.01,-0.2063,-0.0412,0.8162,22.83,72.73,-1.7274,6486,C,standard,night,north,1
-0.5633,0.1648,0.3036,0.271,6.2303,57.73,-0.6963,-0.8331,0.1378,21.48,61.87,-1.122,6405,A,economy,night,west,0
-2.7592,1.7403,1.446,-0.9747,0.1997,37.1,-1.3595,-0.5158,-0.7672,21.22,64.2,0.2054,8769,B,premium,swing,south,1
-0.3513,-1.7885,-1.0521,0.2216,0.5988,62.93,-0.237,-0.1836,0.0388,47.13,74.03,0.5269,7255,A,economy,swing,west,0
-0.3502,-2.8906,0.532,0.6939,1.7525,30.27,0.0796,0.6937,-1.0212,17.41,84.86,-1.1404,6112,C,economy,day,west,0
-0.1628,-1.2694,-0.5376,-1.5929,0.2792,66.78,-1.0144,-0.3278,1.254,4.51,70.99,-0.4799,8801,B,economy,day,east,0
0.7178,-0.8877,0.7971,0.3251,8.2216,,-1.9305,0.0007,-1.1318,9.82,69.74,1.1684,5346,A,premium,day,south,0
-0.3729,0.3019,0.6575,0.6739,2.729,76.97,0.1144,1.5731,-1.4841,17.21,57.45,0.762,1641,C,premium,swing,south,0
1.4017,0.5604,0.0369,0.1055,6.9831,31.04,1.265,0.845,0.6864,16.33,71.69,1.1252,5067,D,economy,swing,south,0
1.5637,-1.0567,-0.629,-0.4106,8.3472,14.01,1.5376,1.8874,0.585,2.54,60.48,-1.1611,5323,D,standard,night,east,0
2.5792,1.1174,-0.3016,-2.1404,8.0936,49.12,-0.9291,0.1144,1.6936,9.78,69.87,-1.8838,6122,C,standard,night,east,0
0.7861,1.0217,2.3793,-0.5543,5.4471,63.97,-0.5887,-0.8486,1.3358,27.38,69.34,0.0869,5993,B,economy,day,north,1
1.2756,-0.7278,1.1671,-0.4307,6.7598,44.07,-0.491,-0.3171,1.6286,10.64,91.18,0.2191,3114,D,economy,day,west,0
2.5931,-0.4357,0.9431,-1.0626,8.6793,77.19,-1.0804,1.3086,1.2187,21.56,72.23,-0.7095,7014,A,premium,swing,west,1
0.1959,-0.3762,0.069,-1.5639,9.1035,58.36,-0.0513,0.488,1.4834,8.31,69.49,-0.5022,8267,C,,day,west,0
-0.0596,-1.4461,-0.7306,0.665,5.4283,56.84,-0.1835,-0.7476,0.142,23.11,74.27,0.7292,4207,A,standard,swing,south,1
-0.3383,-1.2847,0.431,-2.6443,6.6597,56.6,1.1405,0.33,0.6916,10.22,82.54,0.2935,8502,C,economy,night,west,0
-0.504,-1.2439,0.6034,-0.5439,2.1668,59.51,0.1031,0.9227,,22.07,72.78,0.6568,8178,A,economy,day,east,0
-1.7989,0.4469,1.1029,-0.6955,4.1496,54.88,0.0749,0.7264,-0.1136,21.68,53.16,-0.542,2682,C,,night,west,0
-0.2578,-1.3585,0.3559,-1.3973,6.7031,,-0.616,0.339,1.732,18.8,83.31,-1.6434,2555,A,premium,swing,south,0
-0.5579,-0.3712,1.2485,0.7075,7.0452,14.05,-0.8832,0.2612,-0.3623,10.37,58.86,-0.0711,3450,D,,day,south,1
1.8193,0.615,-0.6779,0.2098,5.0242,47.77,0.875,-0.5902,-0.9084,11.16,41.62,1.2797,7552,D,premium,day,east,0
-1.8908,-0.3324,-1.3159,0.3935,8.0465,49.66,1.1559,-1.3823,-0.9372,18.36,66.53,0.4519,6877,C,standard,day,north,1
-0.3325,1.6113,0.078,1.8729,8.5442,42.37,1.7585,-2.2083,-1.93,17.16,65.17,0.5561,1602,C,economy,swing,north,0
0.6298,-1.2227,0.9272,0.4866,1.9837,64.51,0.8977,1.6599,1.4585,10.09,67.33,0.7987,3309,B,economy,day,west,0
-1.0339,0.6324,-0.6864,0.0145,4.2132,35.85,-1.5477,0.2964,,13.75,63.47,0.416,1630,B,economy,day,east,0
1.2643,-0.8156,-0.0662,0.253,9.5091,26.42,0.4118,-0.385,0.6614,20.89,64.21,-0.8526,3046,C,economy,night,,1
-0.3109,,,0.6899,9.4079,15.14,0.2562,0.3389,0.2545,24.48,61.97,0.8276,9534,B,premium,swing,east,0
-0.317,-1.3395,-1.23,0.1253,7.0566,56.71,0.7559,-1.9558,0.3646,68.16,68.85,0.8133,4201,C,standard,night,west,0
0.8126,-1.4029,0.7262,-0.8725,2.9013,30.26,0.8893,0.5749,0.5943,20.23,52.54,1.8084,1886,A,,day,west,0
0.4197,0.3628,0.96,-1.7275,7.9517,24.14,-0.8153,0.5944,1.2858,19.6,61.67,0.6686,2743,A,economy,day,east,0
0.1468,0.7074,-0.0178,-0.4966,7.3656,55.54,0.7608,-0.8486,0.1786,35.25,68.81,2.1894,5425,D,premium,night,south,1
0.6393,0.6255,0.4691,0.409,7.8376,18.92,1.493,-0.4691,0.0568,20.54,64.13,-1.6976,1036,B,standard,swing,north,0
-0.7515,-1.1501,1.9971,-0.153,0.9614,81.96,-0.7988,-0.4061,0.0951,25.41,81.72,0.6927,2389,C,standard,swing,south,1
-0.3282,2.0045,-1.0742,-1.148,5.3207,71.28,-0.3076,1.437,-0.1618,22.76,65.92,-1.288,6358,D,standard,day,east,1
-1.232,1.1251,0.49,0.539,8.7311,40.84,0.3295,0.3683,-0.1526,27.43,60.82,1.4191,9232,A,standard,day,west,1
-0.1265,,-1.785,-1.3165,9.6244,75.47,-0.3545,-0.0089,0.4395,22.7,63.29,0.8476,4058,B,premium,night,east,0
-0.5638,-0.4996,,1.4672,,38.63,-0.3456,-0.7936,0.4478,19.55,62.02,0.0599,1094,A,standard,swing,west,0
0.3501,0.5754,0.087,-1.2551,3.7298,72.37,-0.5208,1.0954,-0.5744,40.2,78.89,0.3957,7369,D,standard,day,west,0
-0.2871,,-0.1035,-0.294,,35.5,2.0016,1.949,0.6677,16.66,61.98,-1.6784,4490,B,premium,swing,south,0
-0.4557,3.0533,0.6278,0.6877,0.0163,72.23,0.1164,0.3201,-0.765,18.11,65.87,-1.4599,3212,B,economy,day,north,0
1.1235,-0.5358,-0.5728,-1.3509,7.4371,,0.661,-0.1118,0.4331,35.32,59.55,-1.1519,1932,B,premium,day,south,1
-1.7667,0.6943,1.5379,-0.9292,2.6824,60.34,2.6678,-0.8022,0.8414,9.31,70.67,2.2428,3856,A,premium,night,south,0
-0.8488,-1.3894,,-0.0612,7.7253,42.24,-1.018,-0.1994,-0.6376,5.49,57.54,-1.2892,5717,B,premium,swing,south,0
0.3741,0.5036,0.5665,0.6034,2.8616,4.8,-1.1503,-1.1598,-0.3995,50.83,55.35,-0.3154,1248,C,economy,day,south,0
1.504,2.0392,-0.0111,-0.8236,7.8203,51.29,0.4143,-1.3948,-0.0496,35.64,59.04,-0.3334,1033,C,standard,day,south,1
-0.982,0.3511,-0.5247,-0.6207,6.0009,51.43,-1.0342,0.1897,,6.94,57.39,0.0246,8420,B,economy,night,east,0
0.5278,-0.4481,0.8125,0.4763,6.7455,15.75,-0.6378,-0.9092,0.2978,43.49,58.52,-0.6551,5175,A,standard,day,west,0
-0.3107,-0.2259,0.8249,-1.0811,5.6883,92.07,1.0548,-0.969,-0.5756,16.78,63.45,0.8625,2828,A,standard,day,north,0
0.0465,-1.0176,1.3581,0.2955,2.2958,85.27,0.8261,1.9427,-0.9705,28.3,79.31,0.6986,5823,A,economy,night,south,0
3.1635,,-0.9901,-0.5995,3.5961,89.47,0.4431,0.6802,1.5747,26.08,78.2,-0.7194,7460,D,premium,day,north,1
-2.3115,0.0432,-0.1923,-0.4193,6.2148,59.07,-0.8124,-1.1002,-0.4335,15.66,77.31,1.8296,5449,A,economy,night,west,0
0.5134,,0.2943,-0.6883,1.7972,25.08,0.5933,0.7587,1.8364,9.25,60.93,-1.9214,2970,C,premium,swing,south,0
-0.7264,-0.9272,-0.583,1.5051,7.3765,59.47,0.6522,-0.0786,-0.53,36.93,61.68,0.5835,2535,A,standard,night,north,0
0.0712,0.4943,-0.133,-0.1974,1.4634,33.66,1.0948,-0.0288,1.0821,7.9,75.21,0.5896,2944,B,premium,swing,south,0
0.0883,-1.5706,-0.8237,0.1999,6.7242,19.59,0.6683,-1.6977,-0.5031,42.23,72.37,-1.5165,8020,C,economy,night,north,1
0.398,1.8656,-0.921,-1.5556,0.5233,38.8,-0.7501,1.6299,0.2251,17.75,72.87,0.8215,4287,A,economy,night,west,1
0.7045,-0.8794,1.5248,0.9315,7.2485,25.85,-1.3064,0.1963,1.5397,25.45,72.54,0.049,2619,D,standard,day,west,1
-0.5941,-1.4401,2.5409,0.248,1.5605,21.51,-0.5026,-1.9962,1.1578,4.81,74.09,0.2884,2695,D,premium,night,west,0
-1.0367,-3.2009,-0.2125,1.0371,4.1748,33.15,-0.0271,0.0133,-1.1405,15.98,64.34,0.4029,7618,A,standard,day,east,0
-0.724,1.7941,2.2664,-0.9893,7.0594,21.83,1.0689,-0.8044,,20.6,57.72,0.6599,8976,A,standard,day,south,0
-0.561,-0.1313,-0.3715,0.1653,1.3933,36.73,-0.0988,0.2181,-0.3206,14.42,62.34,-1.3123,1443,D,economy,day,south,0
1.3229,0.4529,1.0291,-0.7849,3.2773,38.02,-2.3455,-1.8521,2.8731,42.6,89.52,1.607,8657,D,standard,day,west,1
1.0171,-1.4125,0.5626,0.7889,0.6758,48.84,1.1976,-2.4986,-0.6447,8.31,77.54,0.8131,1650,C,premium,swing,south,1
0.4073,-1.6946,-0.2754,-0.1792,1.0878,57.43,0.4249,-0.3841,-0.2647,9.11,85.76,-0.3769,9628,B,standard,day,north,0
0.2654,0.9363,1.1494,-0.4593,4.6673,64.54,-0.4623,1.5418,0.6686,6.54,58.92,-1.2407,9766,A,standard,day,east,0
1.6338,-0.4243,1.0837,-0.0974,6.0256,38.94,0.3408,-2.1973,1.3656,21.06,64.26,-1.1419,9298,D,economy,day,south,0
-0.4531,0.9189,-0.8186,-1.0283,9.4431,54.31,-0.8331,-0.7561,-1.8009,21.8,75.99,2.0708,3057,C,economy,day,south,0
-0.1151,1.3375,-0.3976,-0.9443,5.416,68.52,-0.7727,-0.051,-0.2861,40.84,61.18,1.3587,9388,C,,day,west,0
-0.8319,0.1923,,-0.944,6.2196,15.99,0.4173,-0.5907,1.3281,5.38,66.28,-0.4451,6283,A,standard,day,west,0
1.9968,-1.3358,-2.172,2.638,1.3475,42.82,-0.2947,0.7047,3.0302,14.64,55.46,-2.0595,9270,A,economy,swing,east,0
2.2625,0.6606,-0.6625,-0.6998,1.4417,29.75,-0.4511,-0.272,0.6294,6.86,81.75,2.893,1917,A,premium,night,west,0
-1.5764,0.5135,-0.4746,0.2383,1.6097,68.51,0.064,-0.6161,,60.77,71.99,-2.0101,4643,B,premium,day,east,0
-0.0505,-0.8179,-2.1934,0.6217,0.0019,21.55,-0.0232,0.0637,0.5022,3.46,63.51,0.4552,8811,A,economy,night,south,1
-1.9011,-1.03,-0.0375,-1.4447,0.4019,9.72,-0.2164,0.0901,-0.2395,33.21,61.5,-0.6334,2247,D,premium,day,south,1
0.3503,0.5564,0.5683,1.3824,1.2894,68.88,-0.2588,1.6478,0.7332,3.03,76.17,-0.0367,9567,A,,night,south,0
-0.2666,2.5028,-0.4101,0.1958,1.8865,,0.7241,-0.5784,-0.2144,27.3,60.81,2.8433,6624,B,premium,night,east,1
-0.8408,1.5729,-0.7898,0.5494,4.1657,42.17,-0.2143,0.5535,0.7685,14.57,70.36,2.1118,1781,C,standard,day,west,0
0.8291,-0.238,0.4446,0.4096,0.1769,37.66,1.4752,0.2519,-0.7585,33.87,59.25,-0.1424,2728,C,standard,night,south,0
-0.2239,-1.2657,1.0771,-1.1863,4.9651,42.39,0.2645,-1.2344,1.3165,38.43,65.59,-0.9322,4439,D,standard,night,north,0
-1.8823,-1.5107,0.119,-0.1398,6.0506,60.15,0.7486,-0.6223,-0.2131,19.9,70.31,-0.0047,7445,D,standard,night,south,0
0.1551,-0.0733,,-1.128,8.7762,20.38,-0.3161,0.8459,0.9254,14.64,63.67,3.051,3097,A,standard,day,east,0
-1.2288,,1.1586,-0.219,8.8513,64.37,0.8782,0.0093,-1.6441,19.94,74.38,2.0657,4024,A,premium,day,south,0
0.851,-0.0871,-0.5736,0.343,8.1755,57.64,-0.8244,1.9056,0.416,55.53,63.67,-0.765,6258,D,standard,swing,east,1
-0.5329,2.2064,0.0919,-0.5271,5.212,28.03,1.4564,-1.0859,-2.4295,19.14,66.59,-0.6936,2865,C,standard,swing,north,0
0.1252,-2.8242,-0.124,1.0247,4.7445,,-0.7208,1.1579,-2.2555,27.29,58.14,-1.523,5691,C,economy,day,south,0
1.0353,-0.2356,0.8184,0.0149,0.1002,67.62,1.1392,0.8858,1.8966,5.06,54.06,1.6673,8398,A,economy,swing,west,1
-0.594,,-0.1926,-1.4129,8.4089,39.31,0.3998,1.2851,0.3082,25.75,81.86,0.427,2230,D,economy,day,west,0
-1.2868,0.4851,1.1537,1.0088,1.4947,35.75,1.2407,0.6088,2.8681,28.52,60.8,-0.7436,3772,B,economy,day,south,1
0.3931,0.7608,-0.1495,-0.1775,4.7828,,1.1166,-1.1015,0.5977,12.17,78.58,-0.9117,9179,C,economy,night,north,0
-0.2028,0.4927,-0.3545,0.2673,8.4293,66.62,-0.8214,-0.4772,0.0425,39.34,52.96,0.6467,8815,D,standard,day,west,0
0.0971,-1.922,-0.3195,0.454,4.7644,62.36,-0.1521,-1.8343,-0.0025,30.95,65.27,0.7285,8052,C,standard,day,north,0
-0.6869,0.006,-1.7448,0.3625,3.3604,,1.5305,0.1308,-1.4683,20.52,71.94,0.6123,7164,C,standard,day,west,0
-1.0266,-0.9686,-0.298,0.4652,6.4388,82.14,0.2653,-0.5251,-0.5275,18.5,82.13,1.0969,4913,C,standard,swing,east,0
-0.6043,0.9334,0.3097,-0.9124,5.0044,84.34,0.2296,1.0271,-1.5802,2.99,69.23,-0.8166,9011,C,standard,swing,north,1
0.2858,-1.5376,1.1941,2.0929,4.6574,32.33,-0.1993,-0.831,-0.5774,25.17,69.84,-0.947,9887,B,economy,day,west,0
-0.048,-1.6954,-0.7807,0.195,9.5689,40.81,-1.1736,-1.1205,-0.0844,12.73,72.07,0.7099,8856,A,standard,day,west,1
-0.1393,-1.418,-0.4453,-0.1921,2.3738,78.6,-0.4901,0.0306,1.0752,15.08,69.2,0.6592,5578,D,standard,day,south,1
-0.3007,1.3598,-0.8,0.215,9.6779,72.21,0.1526,-1.3181,1.2552,24.42,59.78,-0.7366,7654,C,premium,night,east,0
-1.2674,,-2.1737,-0.3342,2.7911,66.28,1.2287,1.4705,-0.8954,15.59,69.8,0.8966,4042,A,premium,day,north,1
1.4632,-2.2748,-0.2291,-0.1969,9.1382,28.61,0.8917,-0.4783,0.1039,20.76,67.92,-0.9349,6647,C,standard,night,south,1
-0.3858,-1.5459,-0.2969,-2.4166,2.8761,52.18,0.5021,-0.742,-0.8095,11.11,61.98,-0.4159,6138,C,standard,swing,east,0
-2.059,-0.5863,-0.2243,-1.6413,4.1068,76.01,1.8425,-1.3261,-0.7296,20.5,75.75,0.6683,1635,D,standard,night,north,1
-0.3163,0.5164,-0.2532,-1.4318,3.8415,27.99,0.3921,-1.027,-0.7302,7.97,57.99,-0.2573,8466,D,premium,swing,south,0
0.3274,-0.9103,,-1.4486,4.6529,52.79,-1.2387,0.9306,-0.085,15.79,76.73,-0.3881,5402,A,standard,day,south,0
0.7601,0.1868,1.3738,-3.1384,0.0559,49.2,-1.8075,-0.1794,1.2127,23.89,47.19,-0.3168,4209,B,standard,night,east,0
1.6354,-0.0892,0.8441,0.1657,7.244,42.29,-0.8307,0.8168,0.3919,14.92,64.26,-1.4035,4697,D,standard,night,east,0
-0.0071,-1.1351,0.2254,1.2737,7.5935,40.53,-0.1586,-1.2337,0.7056,8.04,88.38,-0.0676,6413,D,standard,day,east,0
0.545,2.3454,-0.8903,-1.1614,2.6764,81.11,0.9201,0.6533,1.6043,22.67,75.75,-0.0212,2647,B,standard,day,west,1
-0.5241,1.2937,1.8589,2.8273,4.7892,77.24,-0.2883,0.0817,-0.4068,20.64,59.83,-1.1543,1536,C,premium,day,north,1
0.1873,-0.5331,1.4685,-0.4421,7.3944,58.94,-0.6651,0.0668,0.208,22.26,75.43,-0.7151,2652,B,standard,day,west,0
0.5484,-1.0029,0.4789,-0.4191,3.3083,46.9,-0.8189,0.0201,-0.9474,7.36,67.3,-0.1142,6801,B,standard,night,west,0
-1.0125,0.716,0.9348,-0.5574,3.529,63.76,0.2374,-0.9192,,16.3,74.23,0.6941,6774,B,standard,day,east,0
-0.9678,1.1542,0.2865,-1.4061,3.3479,56.18,-0.0916,1.7555,-1.7265,29.39,53.86,0.9635,9789,C,premium,swing,east,0
2.6336,1.0568,0.998,0.6095,5.2533,61.92,-1.0152,-0.9723,1.4665,48.11,66.36,-0.219,2176,C,standard,night,east,1
-1.3134,-0.198,-0.7229,2.3164,6.4418,,0.9758,0.0945,0.4889,6.22,65.71,-0.3493,9198,A,premium,swing,north,0
0.8251,-0.164,0.1929,0.7088,1.3657,43.16,0.5789,0.3078,1.6373,17.29,75.79,1.1925,9090,B,standard,night,south,0
1.2109,0.0122,0.6342,0.8729,1.5505,65.07,2.3818,-1.4223,0.1502,11.77,65.95,-0.1943,7634,C,premium,swing,south,0
0.212,0.6435,-1.4555,0.7186,7.163,30.73,-1.3893,-0.5043,-0.2588,11.83,83.4,-1.6706,7115,C,standard,day,south,1
0.1223,0.7286,1.2322,-0.1284,7.9861,61.71,1.0016,-0.3561,-0.2283,20.17,68.63,0.6076,4831,D,standard,night,north,0
-1.6118,-1.0107,-1.3289,0.3164,5.3799,84.93,-0.0283,0.1589,-0.1372,16.24,68.41,0.7332,5404,B,standard,day,east,1
0.2461,-0.2127,-1.3525,-1.02,2.1829,80.85,-2.5516,-1.1166,0.6815,12.25,71.84,-1.0955,8527,D,standard,night,north,1
-0.1652,-1.8904,0.9628,-1.6071,6.8884,84.58,-0.8989,-0.3265,0.3826,21.11,61.69,1.4419,4470,C,economy,night,east,0
0.1049,2.0585,1.0846,0.8141,5.5255,32.96,-0.5368,-0.7113,1.5088,16.71,69.82,-0.0336,8615,B,premium,night,west,1
0.1802,0.1249,0.3648,-0.1519,6.1282,11.72,0.3651,0.7648,1.4522,23.36,64.86,0.8838,8343,A,,night,south,0
-0.2024,-0.6796,0.5396,0.2595,3.9062,54.47,-2.1159,-0.6434,0.04,22.06,57.9,-0.4999,6833,A,standard,night,east,0
0.5908,,-0.7054,-0.9357,7.2723,47.9,-0.804,0.7054,0.8947,9.06,48.63,0.1639,2330,C,premium,swing,west,0
0.28,-0.5441,-2.5219,0.8139,1.4523,42.85,1.5557,-0.6675,2.4289,19.66,67.1,0.2581,5991,A,economy,day,east,1
0.2722,-0.8305,-0.547,0.8813,1.9429,18.75,1.026,1.1151,-0.1882,41.06,52.87,0.3566,5848,A,standard,night,west,0
1.1981,-1.9937,-0.6078,-0.9605,5.5135,92.83,1.701,-1.5987,1.2726,13.8,60.39,-0.2046,6678,B,standard,day,south,1
-0.3628,0.645,-1.5214,0.5206,8.0759,70.21,0.6915,1.1166,-0.1612,25.91,73.43,1.3694,2835,D,economy,day,west,0
-0.6817,-1.0136,,-0.7223,3.8165,89.45,-1.2687,1.7022,0.2126,7.53,75.04,-0.1606,2931,A,standard,swing,west,0
-0.6816,0.7605,0.8606,1.5985,6.9263,90.11,-0.0417,-1.8231,-0.8441,17.52,68.58,0.3321,1487,D,premium,night,north,0
0.2139,0.0336,,-0.8465,1.3286,29.32,0.5761,-2.0551,-1.1299,19.26,62.88,0.6407,3018,D,standard,day,south,0
-0.9635,0.113,1.5381,-0.7791,1.1335,36.39,2.3602,-0.1651,-0.1409,6.48,50.68,0.3977,8723,D,standard,day,south,1
-0.4082,-1.0354,-1.8517,-0.1101,1.9281,22.94,-1.0776,0.2423,1.3081,6.7,62.61,-1.5351,6690,D,economy,swing,north,1
